name,address
STERLING FAMILY HOUSING,"2105 FREEPORT RD, STERLING, IL 61081"
THE HOMESTEAD AT MORTON GROVE,"6400 LINCOLN AVE, MORTON GROVE, IL 60053"
THE RESIDENCES OF LAKE IN THE HILLS,"2601 VILLAGE HALL DR, LAKE IN THE HILLS, IL 60156"
THOMAS PLACE-GURNEE,"501 N HUNT CLUB RD, GURNEE, IL 60031"
TIMBERLINE TERRACE SENIOR APTS,"4611 STATE ST, QUINCY, IL 62305"
VICEROY HOUSING APTS,"1519 W WARREN BLVD, CHICAGO, IL 60607"
VICTORY CENTRE OF VERNON HILLS SENIOR,"97 W PHILLIP RD, VERNON HILLS, IL 60061"
VICTORY CENTRE OF VERNON HILLS SLF,"99 W PHILLIP RD, VERNON HILLS, IL 60061"
WESTWOOD TERRACE,"2200 FIRST ST, MOLINE, IL "
WHISPERING HILLS,"110 TAYLOR DR, PORT BYRON, IL 61275"
1704 N HUMBOLDT BUILDING,"1704 N HUMBOLDT BLVD, CHICAGO, IL 60647"
ASHLAND PLACE,"1700 E ASH ST, CANTON, IL 61520"
BLUE SKY MEADOWS,"860 E MASON ST, HAVANA, IL "
BORINQUEN BELLA,"1414 N WASHTENAW AVE, CHICAGO, IL 60622"
BORINQUEN BELLA L.P,"1451 N Washtenaw, Chicago, IL 60622"
DEER PATH OF HUNTLEY,"12500 REGENCY PKWY, HUNTLEY, IL 60142"
GARDINER PLACE SENIOR APTS,"251 RIVER HAVEN DR, EAST DUNDEE, IL 60118"
GILMORE ESTATES,"1200 TENDICK ST, JACKSONVILLE, IL 62650"
GREENLEAF MANOR,"3345 SANDERS RD, NORTHBROOK, IL 60062"
HAMILTON ON THE PARK,"1208 N WRIGHT ST, URBANA, IL 61801"
HERITAGE WOODS OF FREEPORT,"1500 S FOREST RD, FREEPORT, IL 61032"
LAKEFRONT PHASE II,"4143 S Lake Park, Chicago, IL 60653"
LAKEFRONT PHASE II,"4130 S Oakenwald, Chicago, IL 60653"
LAKEFRONT PHASE II,"4131 S Lake Park, Chicago, IL 60653"
LAKEFRONT PHASE II,"1060 E. 41st St, Chicago, IL 60653"
LAKEFRONT PHASE II,"1140 E 42nd Pl, Chicago, IL 60653"
LEISURE ACRES PHASE I,"12 LEISURE ACRES, WASHINGTON, IL "
MYERS PLACE,"1585 DEMPSTER ST, MT PROSPECT, IL 60056"
OAKWOOD SHORES 2D,"615-627 E 38TH ST (SCATTERED SITES), CHICAGO, IL "
OTTAWA SENIOR HOUSING,"400 JIM THOMAS CIR, OTTAWA, IL 61350"
PHOENIX TOWERS APTS,"202 W LOCUST ST, BLOOMINGTON, IL 61701"
RIVER HAVEN PLACE,"351 RIVER HAVEN CT, EAST DUNDEE, IL 60118"
SENIOR SUITES AT MIDWAY VILLAGE,"6800 S Keating Ave, Chicago, IL 60629"
SENIOR SUITES OF MIDWAY VILLAGE,"6800 S KEATING AVE, CHICAGO, IL 60629"
SOUTH SUBURBAN CHICAGO HEIGHTS,"1040 DIXIE HWY, CHICAGO HEIGHTS, IL 60411"
ST STEPHENS TERRACE APTS,"2333 W JACKSON BLVD, CHICAGO, IL 60612"
THOMAS PLACE - ORLAND PARK,"15415 S HARLEM AVE, ORLAND PARK, IL 60462"
TWIN LAKES SENIOR VILLAS,"405 TWIN LAKES DR, RANTOUL, IL 61866"
WOODLAWN APTS,"861 PIERCE SQ, HERRIN, IL 62948"
WOODLAWN CENTER NORTH APTS,"6127 S COTTAGE GROVE AVE, CHICAGO, IL 60637"
WOODLAWN SIX APTS,", CHICAGO, IL "
ZAPATA APTS,"1955 N ST LOUIS AVE, CHICAGO, IL 60647"
BUENA VISTA TOWERS,"222 LOCUST ST, ELGIN, IL 60123"
BUTTONWOOD TRAILS,"455 SE TENTH AVE, ALEDO, IL 61231"
CONGRESS PARKWAY,"261 E CONGRESS PKWY, CHICAGO, IL "
COUNTRY LANE APTS,"11TH & WOODBURN AVE, STERLING, IL "
DARUL AM,"4822 N KEDZIE AVE, CHICAGO, IL 60625"
EDEN SUPPORTIVE LIVING,"222 N STATE ST, CHAMPAIGN, IL 61820"
EMERSON SQUARE,"1600 FOSTER ST, EVANSTON, IL 60201"
EVERGREEN TOWER I,"1353 N CLEVELAND AVE, CHICAGO, IL 60610"
GROVE APTS,"820 MADISON ST, OAK PARK, IL 60302"
HATHAWAY HOMES,", TAYLORVILLE PANA STONINGTO, IL "
HOPE MANOR II APARTMENTS,"6002 S Halsted St, Chicago, IL 60621"
JEFFERSON SQUARE APTS,"102 S CALHOUN ST, SULLIVAN, IL 61951"
LAKE STREET STUDIOS,"727 W LAKE ST, CHICAGO, IL 60661"
LAKEWOOD VILLAGE,", GRAYSLAKE ISLAND LAKE, IL "
LIBERTY MEADOW ESTATES PHASE II,"1407 UARROW DR, JOLIET, IL "
MILL STREET STATION,"810 W MILL ST, CARBONDALE, IL 62901"
MOUNT PROSPECT HORIZON,"1703 E KENSINGTON RD, MT PROSPECT, IL 60056"
NORTHTOWN APTS,"1524 MELMAR DR, SPARTA, IL 62286"
PLOWFIELD SQUARE,"700 MALERICH DR, LINCOLN, IL 62656"
THE COUNTRY CLUB HILLS WELLNESS CENTER,"4411 GATLING BLVD, COUNTRY CLUB HILLS, IL 60478"
BARBARA JEAN WRIGHT COURT APTS,"1035 W MAXWELL ST, CHICAGO, IL 60608"
BELMONT SENIOR PLACE APTS,"4646 W BELMONT AVE, CHICAGO, IL 60641"
BROWN SHOE FACTORY LOFTS,"212 S STATE ST, LITCHFIELD, IL 62056"
COTTAGE OF CATHEDRAL SQUARE APTS,"305 S FIRST ST, BELLEVILLE, IL 62220"
"COUNTRY VILLAGES I, II & III","704 BRADY MILL RD, ANNA VIENNA METROPOLIS, IL "
CREEKWOOD APTS,"150 YORDY RD, MORTON, IL 61550"
ENGLEWOOD APTS,"901 W 63RD ST, CHICAGO, IL 60621"
GRAND BOULEVARD RENAISSDANCE APTS,"4331 S KING DR, CHICAGO, IL 60653"
HOLLYWOOD HOUSE,"5700 N SHERIDAN RD, CHICAGO, IL 60660"
JACKSON SQUARE,"2424 W GLADYS AVE, CHICAGO, IL 60612"
LORINGTON APTS PRESERVATION,"3126 W PALMER BLVD, CHICAGO, IL 60647"
MAPLE RIDGE APTS II,"660 E ASH ST, PARIS, IL "
MATTHEW MANOR ,"271 N Albany Ave, Chicago, IL 60612"
ARROWHEAD VILLAGE ,"1912 CAMBRIDGE CT, PALATINE, IL 60074"
CENTURY WOODS APARTMENTS ,"1400 5th, ROCK ISLAND, IL 61201"
Asbury Plaza ,"750 Dearborn Street, CHICAGO, IL 60610"
ABELL APARTMENTS ,"314 Cherry Street, OMAHA, IL 62871"
ACADEMY SQUARE APTS ,"318 South Throop St, CHICAGO, IL 60607"
ADA S. MCKINLEY GROUP HOMES (SAMARITAS) ,"9135 S Brandon AVE, CHICAGO, IL 60617"
Genesis Group ADA-Throop Inc ,"6848 S Ada St, Chicago, IL 60636"
AINSLIE MANOR APARTMENTS ,"4878 MAGNOLIA AVE, CHICAGO, IL 60640"
ALMIRA MANOR ,"220 Cedar Street, GREENVILLE, IL 62246"
ALPHA TOWERS ,"936 E 47TH ST, CHICAGO, IL 60653"
ALTA SITA APARTMENTS ,"3403 CONVERSE AVE, EAST SAINT LOUIS, IL 62207"
ALTON CMI APARTMENTS ,"727 Washington Avenue, ALTON, IL 62002"
VAN BUREN PLACE APARTMENTS ,"1504 W. Van Buren Street, CHICAGO, IL 60607"
AMANDA BROOKE APARTMENTS ,"1402 E COLLEGE AVE, NORMAL, IL 61761"
ANATHOTH GARDENS ,"34 N Keeler, CHICAGO, IL 60624"
ANCHOR SENIOR LIVING ,"325 S York RD, BENSENVILLE, IL 60106"
ANCHOR SENIOR LIVING ,"325 S York RD, BENSENVILLE, IL 60106"
ANDREA ARMS APARTMENTS ,"1024 Crabel Court, CHILLICOTHE, IL 61523"
ANGLERS MANOR ,"1017 S MERCER AVE, BLOOMINGTON, IL 61701"
ANTIOCH HAVEN HOMES ,"420 W 63RD ST, CHICAGO, IL 60621"
ARMITAGE COMMONS ,"3720 W ARMITAGE AVE, CHICAGO, IL 60647"
ARMITAGE HUMBOLDT APTS ,"3004 W Armitage Ave, CHICAGO, IL 60647"
ASSISI HOMES OF GURNEE ,"3595 GRAND AVE., GURNEE, IL 60031"
AUGUSTANA GROUP HOME ,"34377 Almond RD, GURNEE, IL 60031"
AURORA RESIDENTIAL SERVICE ,"1305 E Indian Trl, Aurora, IL 60505"
AUSTIN APARTMENTS ,"994 N. Indiana Ave., KANKAKEE, IL 60901"
B'NAI B'RITH II ,"415 W. SAM STONE AVE., PEORIA, IL 61605"
B'NAI B'RITH APARTMENTS ,"215 West Sam J. Stone Avenue, PEORIA, IL 61605"
BLACKHAWK HILLS APARTMENTS ,"5100 Kennedy Drive, EAST MOLINE, IL 61244"
Dr. LUCY LANE-CHAPPELL HOUSING COMPLEX ,"3222 W MAYPOLE AVE, CHICAGO, IL 60612"
SHOREHAM APARTMENTS ,"3318 N LAKE SHORE DR, CHICAGO, IL 60657"
BROOKHAVEN APARTMENTS ,"150 Greenhaven Ln., GURNEE, IL 60031"
Brookwood Apartments ,"375 E. Elm Street, ALBION, IL 62806"
BURNHAM MANOR ,"1350 Fleetwood Dr., ELGIN, IL 60123"
SUBLETTE - BADGER SQUARE ,"208 S LOCUST ST, SUBLETTE, IL 61367"
BATAVIA APARTMENTS ,"1171-1343 E WILSON, BATAVIA, IL 60510"
THE LANDINGS AT BELLE MEADOWS ,"3200-02 Belle ST, ALTON, IL 62002"
820 BELLE PLAINE COOPERATIVE ,"820 W BELLE PLAINE, CHICAGO, IL 60613"
BELMONT HARBOR TOWERS ,"510 W BELMONT AVE, CHICAGO, IL 60657"
BELVEDERE CENTER PLAZA ,"225 W WOOD ST, DECATUR, IL 62523"
BETHEL PACE CENTER ,"4349-57 W WASHINGTON, CHICAGO, IL 60624"
B. J. GASTON BETHSEDA VILLAGE ,"2400 29TH ST, ZION, IL 60099"
WEST TOWN HOUSING ,"1300 N Washtenaw, CHICAGO, IL 60622"
WEST TOWN HOUSING ,"1300 N Washtenaw, CHICAGO, IL 60622"
BISSEL APARTMENTS ,"1300 KLEIN AVE, VENICE, IL 62090"
BLARE TERRACE ,"239 PARK AVE, WHEELING, IL 60090"
BLOOMINGDALE APARTMENTS ,"1745 N KEYSTONE, CHICAGO, IL 60639"
BOOTH MANOR ,"1522 W Madison AVE, CHICAGO, IL 60607"
Bowenshires ,"23RD AND CLERMONT, BOWEN, IL 62316"
BRADFORD COURT APARTMENTS ,"930 College Blvd, ADDISON, IL 60101"
BREDE MANOR ,"809 N Charles, BELLEVILLE, IL 62221"
BREMENTOWNE MANOR ,"16130 S. Oak Park Avenue, TINLEY PARK, IL 60477"
Brookmeadows ,"2315 BROADWAY, PEKIN, IL 61554"
COUNTRY LANE APARTMENTS ,"213 Country Lane, MOUNT STERLING, IL 62353"
BRYN MAWR APARTMENTS ,"1703 E 72ND ST, CHICAGO, IL 60649"
BURNHAM SCHOOLHOUSE ,"260 Center Street, ELGIN, IL 60123"
Burton-Devore Apartments ,"610 N. Henrietta, EFFINGHAM, IL 62401"
C-U INDEPENDENCE APTS. ,"610 E Kerr AVE, URBANA, IL 61801"
CARRIAGE HOUSE II ,"3757 Portage Place, DECATUR, IL 62526"
CARRIAGE HOUSE PLACE ,"115 East B Street, BELLEVILLE, IL 62223"
Cedar Village ,"310 N. Milwaukee Avenue, LAKE VILLA, IL 60046"
Coatsworth Building ,"126 S. Main Street, GALENA, IL 61036"
BROADWAY ARMS APARTMENTS ,"1003 N. Broadway Street, LEWISTOWN, IL 61542"
Third & Oak Apartments ,"500 S. 3RD Avenue, CANTON, IL 61520"
COUNTRY CLUB HGTS. APTS. ,"740 Country Club Hts., QUINCY, IL 62301"
"COUNTRY VILLAGES I, II, III ","40 Lois Lane, METROPOLIS, IL 62960"
Countryside Village II ,"407 N. Second Street, ROCHELLE, IL 61068"
Country Fair Apartments ,"901 E. Shup, NEWTON, IL 62448"
COURT PLACE ,"230 court St, PEKIN, IL 61554"
COVENTRY ,"1900 S. 6th Avenue, ROCK ISLAND, IL 61201"
CAL-MET VILLAGE ,"4101 S Calumet Ave, CHICAGO, IL 60653"
CAMPBELL TERRACE ,"2061 N. Campbell Avenue, CHICAGO, IL 60647"
CARBONDALE TOWERS ,"800 - 820 W Mill St, CARBONDALE, IL 62901"
CARROLL TOWER ,"200 N. 2nd Street, SAINT CHARLES, IL 60174"
CASL SENIOR HOUSING ,"2108 S PRINCETON, CHICAGO, IL 60616"
TOLTON MANOR ,"6345 S STEWART, CHICAGO, IL 60621"
CEDAR VILLAS ,"1959-89 CEDAR LAKE RD, ROUND LAKE BEACH, IL 60073"
CEDARS OF LEBANON APARTMENTS ,"1047 N EMILY PL, PEORIA, IL 61604"
CENTENNIAL APARTMENTS SOUTH ,"900 Centennial Dr, Mount Prospect, IL 60056"
CENTER FOR INDEPENDENT LIVING ,"1501 S 'G', EAST SAINT LOUIS, IL 62207"
CENTER APARTMENTS ,"1105 North Carroll Avenue, URBANA, IL 61802"
CHARLES COURT ,"300 N CHARLES AVE, NAPERVILLE, IL 60540"
CHASE STREET APTS ,"1401 W. CHASE ST, CHICAGO, IL 60626"
Autumn Ridge Apartments ,"326 PRESIDENT ST, CAROL STREAM, IL 60188"
CHATHAM PARK SOUTH COOPERATIVE ,"660 E 85TH ST, CHICAGO, IL 60619"
CHEVY CHASE APTS ,"208 Estate Dr, O Fallon, IL 62269"
CHINATOWN ELDERLY APARTMENTS ,"300 W 23 RD ST, CHICAGO, IL 60616"
CHRISTIAN LIFE RETIREMENT CENTER ,"2750 N Mulford RD, ROCKFORD, IL 61111"
CINNAMON LAKE TOWERS ,"2725 W GLEN FLORA AVE, WAUKEGAN, IL 60085"
CINNAMON LAKE TOWERS ,"2725 W GLEN FLORA AVE, WAUKEGAN, IL 60085"
CIRCLE PARK APTS ,"1111-B S Laflin ST, CHICAGO, IL 60607"
CISSNA PARK ,"405 N. 1st Street, CISSNA PARK, IL 60924"
CIVIC PLAZA II ,"1113-5th Avenue, ROCK FALLS, IL 61071"
Clarendon Courts Apts. ,"4500 N CLARENDON AVE, CHICAGO, IL 60640"
PRINCETON - CLARK HOUSE ,"500 S MAIN ST, PRINCETON, IL 61356"
CLARK STREET APARTMENTS ,"6610 N CLARK ST, CHICAGO, IL 60626"
CLEARBROOK HOMES ,"3980 N Fairfax RD, ROLLING MEADOWS, IL 60008"
VALLE VISTA APT. ,"1410 VALLE VISTA DR, PEKIN, IL 61554"
PEORIA/CHILLICOTHE APARTMENTS ,"3415 Rochelle, PEORIA, IL 61604"
LOGAN COURT ,"308 N LOGAN # A AVE, MATTOON, IL 61938"
COLONA HOUSE ,"54 41ST AVE, EAST MOLINE, IL 61244"
COLONNADE APARTMENTS ,"512 E HENDELMEYER AVE, EFFINGHAM, IL 62401"
COMMUNITY ALTERNATIVES ,"1300 North 6th, QUINCY, IL 62301"
COMMONWEALTH APTS ,"2757 N PINE GROVE, CHICAGO, IL 60614"
TWIN OAKS APTS. ,"2411 S 14TH ST, PEKIN, IL 61554"
CONCORD COMMONS APARTMENTS ,"3552 Elm ST, ROCKFORD, IL 61102"
CONCORDIA PLACE APARTMENTS ,"13037 S Daniel Dr, Chicago, IL 60827"
CONGRESSMAN GEORGE W. COLLINS APTS. ,"1401 S Blue Island Ave, Chicago, IL 60608"
CONTINENTAL PLAZA APARTMENTS ,"1330 W 76th ST, CHICAGO, IL 60620"
CORCORAN PLACE APARTMENTS ,"345 N Austin BLVD, CHICAGO, IL 60644"
COUGILL SENIOR APARTMENTS OF CHARLESTON ,"500 W POLK AVE, CHARLESTON, IL 61920"
THOMPSONVILLE HOUSING PARTNERS ,"3610,3612,3618,3626- 2nd STREET, THOMPSONVILLE, IL 62890"
COUNTRYBROOK APARTMENTS ,"2592/ 60 W Springfield AVE, CHAMPAIGN, IL 61880"
COUNTRYSIDE MANOR ,"625 COUNTRYSIDE LN, DIXON, IL 61021"
COUNTRYSIDE VILLAGES I ,"407 W. Kendall Drive, YORKVILLE, IL 60560"
CREEKWOOD APARTMENTS ,"150 Yordy Road, MORTON, IL 61550"
CRESTVIEW VILLAGE APARTMENTS ,"208 North Crestlane Drive, KANKAKEE, IL 60901"
NORTH ASHLAND REHAB ,"1614 W. Wilson Street, CHICAGO, IL 60640"
CRYSTAL COURTS ,"1122-30 North California, CHICAGO, IL 60622"
CRYSTAL TERRACE ,"192 ELMHURST RD, CRYSTAL LAKE, IL 60014"
D-Marr-D Apartments ,"401 S. 0ak Street, NEW BERLIN, IL 62670"
Diversey Square I ,"3240 W Diversey, CHICAGO, IL 60647"
DAMEN COURT APTS. ,"2040 W Jackson Blvd, Chicago, IL 60612"
DANVILLE INDEPENDENT LIVING CENTER ,"1210 Holiday DR, DANVILLE, IL 61832"
DARE ,"1616 E 55th Street, CHICAGO, IL 60615"
David-John Apartments ,"116 E. Pearl, STAUNTON, IL 62088"
DAVIS APARTMENTS ,"3617 S INDIANA AVE, CHICAGO, IL 60653"
DAWSON MANOR ,"1745 Russell, EAST SAINT LOUIS, IL 62207"
ONE DEERFIELD PLACE ,"733 Osterman, DEERFIELD, IL 60015"
DEERFIELD WOODS APARTMENTS PHASE I ,"1053 51st Avenue, EAST MOLINE, IL 61244"
DEERFIELD WOODS PHASE II ,"1053 51st Avenue, EAST MOLINE, IL 61244"
GREENBRIER APARTMENTS ,"926 Greenbrier RD, DEKALB, IL 60115"
Gideon Court Apartments ,"1325 W LINCOLN HWY, DEKALB, IL 60115"
DELIVERANCE MANOR ,"4201 S WABASH AVE, CHICAGO, IL 60653"
DENVERSIDE REDEVELOPMENT ,"1640 Boismenue, EAST SAINT LOUIS, IL 62207"
DIVISION STREET REHAB. ,"2815 W DIVISION, CHICAGO, IL 60622"
DIXON SQUARE ,"1540 FREEDOM WALK, DIXON, IL 61021"
DAMEN CENTER APARTMENTS ,"6550 Damen Avenue, CHICAGO, IL 60645"
DOWNTOWN APARTMENTS ,"200 N JEFFERSON ST, SALEM, IL 62881"
DOYLE FAMILY APARTMENTS ,"1 S OGLE APT 1 ST, MOUNT MORRIS, IL 61054"
Drexel Preservation/Drexel Ct & Lake Park East ,"4532-42 S Drexel Blvd., Chicago, IL 60653"
Drexel Preservation/Drexel Ct & Lake Park East ,"4532-42 S Drexel Blvd., Chicago, IL 60653"
DREXEL SQUARE ,"810 E HYDE PARK BLVD, CHICAGO, IL 60615"
DREXEL TOWERS APARTMENTS ,"4825 South Drexel Boulevard, CHICAGO, IL 60615"
DUDLEY BURRELL APARTMENTS ,"238 N GREENWOOD, KANKAKEE, IL 60901"
DUDLEY BURRELL APARTMENTS ,"238 N GREENWOOD, KANKAKEE, IL 60901"
Dwight Commons ,"111 Bannon Drive, DWIGHT, IL 60420"
EAST FORK APARTMENTS ,"1201 N EAST ST, OLNEY, IL 62450"
EVERGREEN TERRACE II ,"311 N Bluff ST, JOLIET, IL 60435"
East Elm Apartments ,"1405 E. Elm, CANTON, IL 61520"
EBENEZER PRIMM TOWERS ,"1001 EMERSON ST, EVANSTON, IL 60201"
EDGE OF MALL APTS. ,"109 W ILLINOIS, URBANA, IL 61801"
WHITE OAK PROPERTY ,"RR 1, COWDEN, IL 62422"
EDWIN BERRY MANOR ,"737 E 69TH ST, CHICAGO, IL 60637"
EDWIN F DIECKE HOME ,"1005 E DIVISION ST, LOMBARD, IL 60148"
EL VALOR ,"1931- W 19TH ST, CHICAGO, IL 60608"
JERRY CAIN ,"1101 Moore Street, ELDORADO, IL 62930"
ELLIOTT MANOR HOUSING FOR THE ELDERLY ,"200 W WAVERLY ST, MORRIS, IL 60450"
Elliott-Pearson Apartments ,"405 E. Walnut, CHATSWORTH, IL 60921"
ELLIS LAKEVIEW APARTMENTS ,"4624 S ELLIS AVE, CHICAGO, IL 60653"
ELM APARTMENTS ,"417 N. Elm, FLORA, IL 62839"
Elm Street Plaza ,"1130 N. Dearborn Street, CHICAGO, IL 60610"
ELMWOOD PARK SR COMPLEX ,"7940 W GRAND AVE, ELMWOOD PARK, IL 60707"
Englewood Gardens Apts. ,"6950 South Vincennes, CHICAGO, IL 60621"
BETHEL TERRACE ,"900 W. 63rd Parkway, Chicago, IL 60621"
ENGLISH ARMS II ,"1320 N Vermilion ST, DANVILLE, IL 61832"
ESTES PAULINA APARTMENTS ,"7064-70 N Paulina, CHICAGO, IL 60626"
EVANSTON APARTMENTS ,"824-836 DOBSON, EVANSTON, IL 60202"
EVERGREEN TERRACE ,"1301 N CLEVELAND, CHICAGO, IL 60610"
EVERGREEN TOWER APTS ,"1333 N CLEVELAND AVE, CHICAGO, IL 60610"
EVERGREEN SEDGWICK APTS ,"425 W.Evergreen Ave., CHICAGO, IL 60610"
FORNOF MANORr ,"606 E. Morrell Street, STREATOR, IL 61364"
FRANK B PEERS SR. HSG (IHDA) ,"402 Central Street, HIGHLAND PARK, IL 60035"
FRED WOODS HOUSE ,"4631 N. Beacon Street, CHICAGO, IL 60640"
SYCAMORE APARTMENTS AKA FARINA APARTMENTS ,"RR 2, FARINA, IL 62838"
FARWELL-JARVIS APTS ,"1345 W JARVIS AVE, CHICAGO, IL 60626"
FELLOWSHIP CENTER ,"301 LAFAYETTE AVE E, MATTOON, IL 61938"
FIELDCREST VILLAGE ,"603 N PROSPECT, CAMBRIDGE, IL 61238"
FIESTA MANOR ,"1014 5TH AVE, MOLINE, IL 61265"
FINLEY APARTMENTS ,"1151 S FINLEY RD, LOMBARD, IL 60148"
FITCH MANOR ,"1500-1 W. Main, BUSHNELL, IL 61422"
FLORIDA HOUSE ,"1502 E FLORIDA AVE, URBANA, IL 61801"
FOREST APARTMENTS ,"520 FOREST AVE, GLEN ELLYN, IL 60137"
"Four Lakes Village, Phase VII ","5550 Abbey Drive, LISLE, IL 60532"
CANTICLE PLACE ,"26 West 171 Roosevelt Rd., WHEATON, IL 60189"
MEADOW RIDGE APARTMENTS ,"1731 S HANCE DR, FREEPORT, IL 61032"
FRIENDSHIP MANOR ,"925 Primm Road, LINCOLN, IL 62656"
FRONTIERS WEST ,"3432 N MOLLECK DR, PEORIA, IL 61604"
FULLERTON COURT APARTMENTS ,"2303 N CLYBOURN AVE, CHICAGO, IL 60614"
GARDEN HOUSE ,"515 S. Second Avenue, MAYWOOD, IL 60153"
GRAND OAKS APARTMENTS ,"36033 N GRAND OAKS CT, GURNEE, IL 60031"
GREEN FARMS TOWN HOUSES ,"1574 W. 6th Street, BELVIDERE, IL 61008"
GREENLEAF ,"502 KILDEER DR, BOLLINGBROOK, IL 60439"
GALENA PARK TERRACE APARTMENTS ,"5533-A1 N Galena RD, PEORIA, IL 61614"
Galesburg Towers ,"1384 Henderson Street, GALESBURG, IL 61401"
GARDEN HOUSE OF PARK FOREST ,"69 PARK AVE, PARK FOREST, IL 60466"
Garden House Of River Oaks I ,"1350 Ring Road, CALUMET CITY, IL 60409"
GARDEN HOUSE OF RIVER OAKS II ,"1340 Ring Road, CALUMET CITY, IL 60409"
GERMANO-MILLGATE APARTMENTS ,"8802 South Burley Avenue, CHICAGO, IL 60617"
GIBSON GARDENS ,"500-1 E. 13th Street, GIBSON, IL 60936"
GILL PARK COOPERATIVE ,"810 W GRACE ST, CHICAGO, IL 60613"
PATTEN HOUSE OF GLENVIEW ,"939 HARLEM AVE, GLENVIEW, IL 60025"
GLENWOOD ACRES II ,"536 RODDY RD, SALEM, IL 62881"
GOOD SHEPHERD MANOR ,"445 E MAIN ST, BARRINGTON, IL 60010"
GOOD SHEPHERD MANOR ,"6720 S CORNELL AVE, CHICAGO, IL 60649"
GOOD SHEPHERD TOWER ,"55 E Garfield BLVD, CHICAGO, IL 60637"
HOUSING AUTHORITY OF JOHNSON COUNTY ,"S. Royal, GOREVILLE, IL 62939"
GRANT VILLAGE ,"4161 S Drexel BLVD, CHICAGO, IL 60653"
GREEN MEADOW APARTMENTS ,"1602-04 Edgewood DR, DANVILLE, IL 61432"
Oasis Senior Living ,"10860 S Vincennes, CHICAGO, IL 60643"
Oasis Senior Living ,"10860 S Vincennes, CHICAGO, IL 60643"
Oasis Senior Living ,"10860 S Vincennes, CHICAGO, IL 60643"
Oasis Senior Living ,"10860 S Vincennes, CHICAGO, IL 60643"
CEDAR VILLAGE OF ARLINGTON HEIGHTS ,"320 W Campbell ST, ARLINGTON HEIGHTS, IL 60005"
GREENCASTLE OF KENWOOD ,"4909 S Cottage Grove, CHICAGO, IL 60615"
Orchard Place of Morgan Park/Beverly ,"11230 S VINCENNES AVE, CHICAGO, IL 60643"
Cedar Village of Schaumburg ,"1335 Mercury Drive, SCHAUMBURG, IL 60193"
Cedar Village of Schaumburg ,"1335 Mercury Drive, SCHAUMBURG, IL 60193"
Greentrees Retirement Villa ,"211 Ann Street, PARIS, IL 61944"
GREENWOOD MANOR ,"333 W Main ST, DECATUR, IL 62523"
GREYSTONE APTS ,"334 Greystone DR, ALORTON, IL 62207"
GROSS POINT ELDERLY HOUSING ,"9700 GROSSPOINT RD, SKOKIE, IL 60076"
Adams County Mental Health ,"2015 CHESTNUT ST, QUINCY, IL 62301"
Adams County Mental Health ,"2015 CHESTNUT ST, QUINCY, IL 62301"
GROVE PARC APARTMENTS ,"6101 S. Evans, Chicago, IL 60637"
GWENDOLENE COURTS ,"544 North 41ST ST, BELLEVILLE, IL 62223"
Harvest House Apartments ,"608 SE CROSS ST, MOUNT STERLING, IL 62353"
HENRY HOME ASSOCIATION ,"200 Stoner DR, HENRY, IL 61537"
HILLCREST APARTMENTS ,"1916 N. Orleans Street, MCHENRY, IL 60050"
JASPER COUNTY HOUSING AUTHORITY ,"102 S. First Street, NEWTON, IL 62448"
Quality Housing Hammond ,"701 S. Don Ryan, HAMMOND, IL 61924"
HARBOR STREET APARTMENTS ,"800 W HARBOR ST, KANKAKEE, IL 60901"
HARBOR VILLAGE APARTMENTS ,"1360 S. Fourth Street, AURORA, IL 60505"
HARVEY YMCA ELDERLY HOUSING ,"178 E. 155TH Street, HARVEY, IL 60426"
HAYES MANOR APARTMENTS ,"1211 W Marquette RD, CHICAGO, IL 60636"
HEATHER RIDGE APARTMENTS ,"9500BA1 14 ST W, ROCK ISLAND, IL 61201"
HEBRON TOWNHOUSES ,"2706 HEBRON AVE, ZION, IL 60099"
HEDGEHILL APARTMENTS ,"3720 W. Hedgehill Lane, PEORIA, IL 61615"
"GREENWOOD II, LLC DOVER LAGRANGE ","16 Dover Pl, LA GRANGE, IL 60525"
HENDERSON COUNTY HOUSING AUTHORITY ,"107 NORTH BROADWAY ST, STRONGHURST, IL 61480"
HERITAGE HOMESTEAD APARTMENTS ,"206 Newman Street, DURAND, IL 61024"
"Heritage House Apartments, LLC ","201 Lake Street, OAK PARK, IL 60302"
HICKORY STREET APARTMENTS ,"233 E. Chestnut Street, LOUISVILLE, IL 62858"
HICKORY ROAD MANOR ,"4160 Continental Drive, WAUKEGAN, IL 60087"
HIDDEN GLEN ,"290 N. Stadium Dr., BOURBONNAIS, IL 60914"
HEIWA TERRACE ,"920 W LAWRENCE AVE, CHICAGO, IL 60640"
HIGHLAND MANOR ,"4200 22nd AVE, MOLINE, IL 61265"
HILLCREST APARTMENTS ,"1710 MUNY VISTA DR, ALTON, IL 62002"
"HORIZON RES. ALTERNATIVES, INC. ","895 0'CONNOR AVE, LA SALLE, IL 61301"
HORIZON VILLLAGE/WEST ZION HIGHLAND ,"4110 LAKE CT, ZION, IL 60099"
HORIZON VILLLAGE/WEST ZION HIGHLAND ,"4110 LAKE CT, ZION, IL 60099"
The Parkway Apts. ,"1100 FAIR AVE, PANA, IL 62557"
HUMBOLDT BUILDING ,"1704-16 N. HUMBOLDT AVE, CHICAGO, IL 60647"
